J1,J2,J3,J4,J5,J6
0.1412747502326965,-0.3894700109958648,-0.2469069063663482,-0.3871535956859588,0.0367824435234069,-0.125
0.1515284478664398,-0.3818478584289551,-0.37930428981781,-0.468551903963089,0.4274992644786834,-0.125
0.1617821305990219,-0.2404463142156601,-0.1333777457475662,-0.1312410682439804,0.2699523568153381,-0.125
0.4915309250354767,-0.0431477092206478,-0.1777427345514297,-0.2258488088846206,0.0314390175044536,-0.125
0.3932209312915802,-0.1247419044375419,-0.1777427345514297,-0.2954021692276001,0.0781749412417411,-0.125
0.1822895109653473,-0.0079576335847377,-0.3355652391910553,-0.3412778675556183,0.1068748161196708,-0.125
0.4752542674541473,0.1025958359241485,-0.2016571462154388,-0.1590801328420639,0.0971645265817642,-0.125
0.2119136899709701,0.0379655063152313,-0.2888047397136688,-0.199871078133583,0.1257560700178146,-0.125
0.4156814217567444,0.2273396402597427,-0.3814409673213959,-0.2932654917240143,0.0971645265817642,-0.125
0.1310210675001144,0.1830475032329559,-0.3346804678440094,-0.1579200178384781,0.0314390175044536,-0.125
0.3522061705589294,0.2104219049215316,-0.2898730933666229,-0.3825131058692932,0.0367824435234069,-0.125
0.3316987752914428,0.1623186916112899,-0.2475328594446182,-0.2909452319145202,0.0859894007444381,-0.125
0.4752542674541473,0.1623186916112899,-0.1564073860645294,-0.384649783372879,0.0314390175044536,-0.125
0.2836883068084717,0.1623186916112899,-0.3377019166946411,-0.4285723865032196,0.1068748161196708,-0.125
0.4435166418552398,0.2387728691101074,-0.4264318943023681,-0.334684282541275,0.0314390175044536,-0.125
0.4342395067214966,0.4879985749721527,-0.1793452352285385,-0.3389576375484466,0.0508882440626621,-0.125
0.1673991680145263,0.438918799161911,-0.3835776448249817,-0.1318689286708831,0.0314390175044536,-0.125
0.2324210703372955,0.2454184591770172,-0.3368171453475952,-0.2246886938810348,0.0601388998329639,-0.125
0.2165522575378418,0.496826171875,-1.8970428705215447,-0.2909452319145202,0.0416375882923603,-0.125
0.1366380900144577,0.2454184591770172,-0.2486011981964111,-0.426252156496048,0.0674880892038345,-0.125
0.3204723596572876,0.3841699957847595,-0.3846459686756134,-0.3345007300376892,0.0601388998329639,-0.125
0.4659733176231384,1.536679983139038,-0.1340954750776291,-0.2245051264762878,0.1068748161196708,-0.125
0.2651302218437195,0.8835142850875854,-0.1804135739803314,-0.2245051264762878,0.0971645265817642,-0.125
0.2558530867099762,1.3708494901657104,-0.428568571805954,-0.4719443023204803,0.0601388998329639,-0.125
0.4388742446899414,0.7013247609138489,-1.53504478931427,-0.1329372674226761,0.0674880892038345,-0.125
0.2449921369552612,1.308380961418152,-0.9030205011367798,-0.1764927357435226,0.0990603566169738,-0.125
